tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
ADE-0321,Adelie,33.75,17.02,184.1,4119.0,Adult,,Cormorant East,Cormorant,2020-03-20,Overweight,PAPRI2020,Yes,2020-03-11
ADE-0322,Adelie,43.53,17.85,184.5,3906.0,Adult,,,Biscoe,2024-06-20,,PAPRI2024,Yes,2024-06-16
,Gentoo,46.61,,216.5,4847.0,Adult,,,,2023-08-27,Healthy,PAPRI2023,Yes,2023-08-26
ADE-0323,Adelie,38.86,19.34,191.3,3111.0,Juvenile,Female,Shortcut Point,Shortcut,2023-01-23,Underweight,PAPRI2023,Yes,2023-01-21
ADE-0324,Adelie,40.76,15.74,185.4,3666.0,Adult,Male,Torgersen North,Torgersen,error,Healthy,STUDY_2022,Yes,2021-06-08
ADE-0325,Adelie,37.37,,170.0,3628.0,Adult,Female,Biscoe West,Biscoe,2023-09-15,N/A,PAPRI2023,Yes,2023-09-06
CHN-0313,Chinstrap,47.15,18.51,192.7,4400.0,Adult,Male,Dream South,Dream,2020-09-27,Overweight,PAPRI2020,Yes,2020-09-20
,Chinstrap,53.31,17.32,177.60505911547295,3740.0,unk,Female,Torgersen North,,2024-05-25,Healthy,PAPRI2024,Yes,2024-05-25
,Gentoo,45.69,,204.8,4612.0,Adult,Female,Dream South,,2021-09-10,Healthy,PAPRI2021,Yes,2021-09-06
ADE-0326,Adelie,36.49,17.8,191.8,3683.0,Adult,,Dream South,Dream,2023-11-30,Healthy,PAPRI2023,Yes,2023-11-18
ADE-0327,Adelie,35.59,21.0,189.9,3639.0,Adult,Male,Torgersen North,Torgersen,2022-08-24,Healthy,,Yes,2022-08-22
CHN-0314,Chinstrap,52.38,18.56,192.6,3802.0,Adult,Male,Biscoe West,Biscoe,2021-07-22,,,No,
ADE-0328,Adelie,42.0,15.56,185.9,4219.0,Adult,?,Torgersen North,Torgersen,2020-10-18,Healthy,PAPRI2020,Yes,2020-10-11
,Gentoo,46.26,13.93,,,Chick,,Torgersen North,Torgersen,2022-04-22,Underweight,PAPRI2022,,2022-04-11
,Chinstrap,49.47,,213.6,,Juvenile,,Dream South,,2023-02-12,Healthy,PAPRI2023,Yes,2023-02-08
ADE-0329,Adelie,38.04,,191.0,3710.0,Adult,,Shortcut Point,Shortcut,2024-10-18,Overweight,PAPRI2024,No,
CHN-0315,Chinstrap,55.69,17.82,194.4,4175.0,Adult,Male,Shortcut Point,Shortcut,,Overweight,PAPRI2024,No,
,Gentto,52.83,13.02,217.8,5026.0,Adult,,Torgersen North,Torgersen,,Healthy,PAPRI2020,Yes,2020-06-23
ADE-0330,Adelie,39.18,20.91,195.7,3480.0,Adult,,Dream South,Dream,2022-04-27,Healthy,PAPRI2022,Yes,2022-04-17
ADE-0331,Adelie,35.37,20.13,205.4,3013.0,Juvenile,Male,,Torgersen,,Healthy,PAPRI2021,Yes,2021-01-15
ADE-0332,Adelie,43.5,18.53,178.5,3374.0,Adult,,Torgersen North,Torgersen,2019-10-11,Healthy,PAPRI2019,Yes,2019-10-04
GEN-0337,Gentoo,50.82,13.0,215.8,6247.0,Adult,,Biscoe West,Biscoe,2023-06-30,Overweight,PAPRI2023,Yes,2023-06-27
,Adelie,35.33,18.38,200.7,4024.0,Adult,,biscoe 2,,2021-12-27,Healthy,PAPRI2021,Yes,2021-12-14
,Gentoo,48.24,15.67,213.2,5790.0,Adult,Male,Biscoe West,Biscoe,2021-09-10,Overweight,PAPRI2021,No,
ADE-0333,Adelie,39.66,14.741938362958802,186.5,,Adult,?,Torgersen North,Torgersen,2021-10-25,Healthy,PAPRI2021,Yes,2021-10-25
GEN-0338,Gentoo,49.56,14.27,,4980.0,Adult,Male,biscoe 2,Biscoe,2020-07-09,Healthy,PAPRI2020,Yes,2020-07-05
,Chinstrap,49.76,20.114632757450988,195.9,3859.0,Adult,Male,cormorant NW,Torgersen,2021-05-06,Healthy,PAPR12021,Yes,2021-04-29
ADE-0334,Adelie,39.71,17.29,196.9,3791.0,Adult,Female,Torgersen North,Torgersen,2023-07-29,Healthy,PAPRI2023,,2023-07-17
ADE-0335,Adelie,35.180642849727114,19.0,191.6,,Adult,,Dream South,Dream,2022-01-06,Healthy,PAPRI2022,No,
ADE-0336,Adelie,40.74,21.0,189.5,3700.0,Adult,Female,Biscoe West,Biscoe,2023-06-01,Healthy,PAPRI2023,Yes,2023-05-20
,Adelie,40.84,18.34,190.0,2765.0,Juvenile,M,Dream South,Dream,2023-02-18,Underweight,PAPRI2023,Yes,2023-02-10
CHN-0316,Chinstrap,50.08,20.67,195.0,,Adult,,Cormorant East,Cormorant,2021-10-17,Underweight,PAPRI2021,Yes,2021-10-11
,Gentoo,48.8,13.0,222.2,6269.0,ADLT,Male,Cormorant East,Cormorant,2021-08-21,Overweight,PAPRI2021,Yes,2021-08-17
ADE-0337,Adelie,41.24,18.06,199.3,3489.0,Adult,,torgersen SE,Dream,2022-03-09,Underweight,PAPRI2022,Yes,2022-02-24
CHN-0317,Chinstrap,,17.97,195.4,2500.0,Chick,,Dream South,Dream,2021-10-26,under weight,PAPRI2021,Yes,2021-10-22
ADE-0338,adeleie,44.11,17.892384626574472,198.1,2842.0,Juvenile,Male,Dream South,Dream,2022-04-02,,PAPRI2022,Yes,2022-03-24
ADE-0339,Adelie,38.61,21.0,,2500.0,Chick,,Dream South,Dream,9999-99-99,Underweight,,Yes,2021-02-19
,Gentoo,45.62,13.63,217.7,4271.0722402444335,Adult,,Torgersen North,Torgersen,2021-09-07,Healthy,PAPRI2021,Yes,2021-09-04
GEN-0339,Gentoo,50.59,13.91,210.1,4458.0,Adult,Female,Cormorant East,Cormorant,2021-11-02,Unwell,PAPRI2021,Yes,2021-10-22
,Adelie,37.57,18.91,193.0,3239.42054273422,Adult,Female,Dream South,,2019-11-15,Underweight,,Yes,2019-11-04
GEN-0340,Gentoo,50.95,15.39,216.7,2978.0,Chick,,Biscoe West,Biscoe,2020-05-26,Underweight,PAPRI2020,Yes,2020-05-22
GEN-0341,Gentoo,46.15,13.89,218.3,4432.0,Adult,Male,Dream South,Dream,2021-11-05,Healthy,PAPR12021,Yes,2021-10-22
CHN-0318,Chinstrap,53.64,17.23,187.2,3556.0,Adult,Male,Torgersen North,Torgersen,2023-02-20,Healthy,,Yes,2023-02-16
CHN-0319,Chinstrap,50.9,18.31,,3023.0,Juvenile,M,Biscoe,Torgersen,2023-06-07,Underweight,PAPRI2023,Yes,2023-05-29
,,49.61,16.56,,4170.0,,Female,Unknown,Dream,2020-12-26,Underweight,PAPRI2020,Yes,2020-12-17
CHN-0320,Chinstrap,58.51,19.66,212.6,3939.0,Adult,,Biscoe West,Biscoe,,Overweight,PAPRI2022,No,
CHN-0321,Chinstrap,47.9,17.76,204.5,3510.0,Adult,Female,Dream South,,2020-12-05,Healthy,PAPRI2020,Yes,2020-11-29
CHN-0322,Chinstrap,46.82,,,3409.0,Adult,M,Dream South,Dream,2020-03-09,Healthy,PAPRI2020,Yes,2020-03-04
,Adelie,35.3,17.17,198.6,3243.0,Adult,Female,Torgersen North,Torgersen,2023-12-16,Healthy,PAPRI2023,Yes,2023-12-16
ADE-0340,Adelie,,18.060405157143496,186.7,3081.0,Juvenile,Female,Biscoe West,Biscoe,2022-01-28,Underweight,papri2024,Yes,2022-01-24
,Gentoo,44.87,15.62,218.6,5626.0,chik,Male,Biscoe West,Biscoe,2021-11-14,Overweight,PAPRI2021,Yes,2021-11-13
,Chinstrap,46.29,16.43057873335154,203.4,3522.0,Adult,,Torgersen North,Torgersen,2020-09-30,Healthy,PAPRI2020,Yes,2020-09-19
CHN-0323,Chinstrap,47.69,21.0,190.5,3971.0,Chick,Female,Biscoe West,Biscoe,2024-07-12,Overweight,N/A,Yes,2021-07-06
GEN-0342,,48.13,14.87,214.6,4025.0,Adult,Female,Shortcut Point,Shortcut,2021-01-04,Underweight,PAPRI2021,Yes,2020-12-28
CHN-0324,,52.78,18.73,198.6,3988.0,Adult,,Cormorant East,Cormorant,2020-09-28,Overweight,PAPRI2020,No,
,Chinstrap,47.77,,194.3,3801.0,Adult,N/A,Cormorant East,Cormorant,2020-04-19,Overweight,PAPRI2020,Yes,2020-04-13
CHN-0325,Chinstrap,50.55,19.23,,2500.0,Chick,Male,Torgersen North,Torgersen,2023-02-09,Underweight,PAPRI2023,Yes,2023-02-09
CHN-0326,Chinstrap,53.03,18.62,186.8,2872.0,Juvenile,,,dreamland,2023-08-02,Underweight,PAPRI2023,Yes,2023-07-22
,Gentoo,57.33,15.45,220.4,5238.0,Adult,,Cormorant East,Cormorant,2024-08-03,,PAPRI2024,Yes,2024-07-27
CHN-0327,,46.72,19.42,195.2,3059.0,Juvenile,Male,Biscoe West,Biscoe,2021-07-22,Underweight,papri2024,Yes,2021-07-22
,Adelie,,18.04,,3185.0,chik,,,Biscoe,2022-03-27,Underweight,PAPRI2022,Yes,2022-03-20
GEN-0343,Gentoo,50.66,14.92,215.6,5160.0,Adult,,Biscoe West,Biscoe,2024-08-21,Healthy,PAPRI2024,Yes,2024-08-14
GEN-0344,Gentoo,49.4,,212.4,3177.0,Chick,Female,Shortcut Point,Shortcut,2024-08-10,Unwell,PAPRI2024,,2024-08-04
,Adelie,38.75,19.164620297471252,187.2,3697.0,Adult,,Cormorant East,Cormorant,2022-10-05,Healthy,PAPRI2022,Yes,2022-09-25
GEN-0345,,49.04,13.0,211.8,4793.0,Adult,,Biscoe West,torg,2020-01-31,Healthy,PAPRI2020,Yes,2020-01-18
GEN-0346,Gentoo,48.11,13.0,217.2,4431.0,Adult,,Cormorant East,Cormorant,2022-08-13,Healthy,PAPRI2022,Yes,2022-08-01
ADE-0341,Adelie,41.94,19.57,189.5,3403.0,Adult,,Torgersen North,Torgersen,2022-12-31,Healthy,PAPRI2022,Yes,2022-12-29
CHN-0328,Chinstrap,,19.51,,4594.0,Adult,,Dream South,Dream,2024-03-17,Overweight,PAPRI2024,No,
GEN-0347,Gentoo,54.13,16.37,220.4,4950.0,Adult,,Biscoe West,Biscoe,2023-12-20,Healthy,PAPRI2023,Yes,2023-12-16
GEN-0348,Gentoo,49.83,14.22,224.4,4898.0,Adult,,Dream South,Dream,2022-12-07,Healthy,PAPRI2022,No,
ADE-0342,Adelie,40.41,17.02,183.4,2500.0,Chick,M,Dream South,Dream,2022-11-28,Underweight,PAPRI2022,Yes,2022-11-17
,Adelie,36.34,18.834008954731623,186.0,3296.0,juvenille,,Biscoe West,Biscoe,2023-07-10,Healthy,PAPRI2023,Yes,2023-06-29
ADE-0343,Adelie,36.19,20.17,186.5,2629.0,Juvenile,Male,Torgersen North,Torgersen,2019-11-27,Critically Ill,PAPRI2019,Yes,2019-11-25
GEN-0349,Gentoo,46.53,14.36,214.5,5249.0,Adult,,,Torgersen,,Healthy,PAPRI2024,Yes,2024-08-08
ADE-0344,adeleie,39.79,19.66,198.4,3367.0,Adult,,Shortcut Point,Shortcut,2022-07-23,Underweight,PAPRI2022,Yes,2022-07-10
,Chinstrap,48.49,21.0,172.83060102451998,3574.0,Adult,Female,Biscoe West,Biscoe,2024-10-11,,PAPRI2024,Yes,2024-10-10
CHN-0329,Chinstrap,51.13,19.06,,3275.0,Juvenile,Male,Torgersen North,,2023-05-24,Healthy,PAPRI2023,Yes,2023-05-15
,Gentoo,46.49,14.05,224.4,5184.0,Adult,F,Shortcut Point,Shortcut,not-a-date,Overweight,,No,
ADE-0345,,,14.98,189.2,2500.0,Chick,,Dream South,Dream,2021-08-05,Underweight,PAPRI2021,Yes,2021-07-28
GEN-0350,Gentoo,45.95,17.35,200.4,2957.0,Chick,M,Dream South,Dream,2022-04-02,Underweight,PAPRI2022,No,
GEN-0351,Gentto,47.76,13.01,219.4,,Adult,,Torgersen North,Torgersen,2021-01-10,Healthy,PAPRI2021,No,
GEN-0352,Gentoo,45.5,13.0,218.2,3752.0,unk,,Torgersen North,Torgersen,2023-11-10,Healthy,PAPRI2023,Yes,2023-10-27
,Adelie,,16.57,184.8,2500.0,Chick,Female,Dream South,Dream,2022-05-08,Underweight,PAPRI2022,Yes,2022-05-08
CHN-0330,Chinstrap,44.92,19.25,208.5,2500.0,Chick,Female,Cormorant East,Cormorant,not-a-date,Underweight,PAPRI2020,Yes,2020-03-10
,Adelie,34.42,16.97,194.0,2847.0,Juvenile,Female,Biscoe West,Biscoe,2024-07-29,,PAPRI2024,,2024-07-22
GEN-0353,Gentoo,47.28,13.85,223.1,5739.067662498805,Adult,,Torgersen North,Torgersen,2022-04-22,Healthy,PAPRI2022,Yes,2022-04-16
GEN-0354,Gentoo,53.58,13.73,209.5,,Adult,Female,Torgersen North,Torgersen,2022-08-19,,PAPRI2022,,2022-08-15
GEN-0355,Gentoo,46.21,13.0,212.6,3900.0,Juvenile,,Torgersen North,Torgersen,2021-06-24,Healthy,PAPRI2021,,2021-06-12
ADE-0346,Adelie,38.71,17.62,199.0,4266.700562904651,Adult,,Dream South,Dream,2022-05-21,Healthy,PAPRI2022,Yes,2022-05-09
CHN-0331,Chinstrap,48.84,16.93,,,Chick,,Biscoe West,Biscoe,2021-09-01,Underweight,PAPRI2021,Yes,2021-08-30
ADE-0347,Adelie,39.36,17.7,175.3,3697.0,Adult,Female,Cormorant East,,2021-07-17,Healthy,PAPRI2021,Yes,2021-07-07
,Chinstrap,51.62,18.92,205.2,2956.0,Juvenile,,Shortcut Point,Shortcut,2021-07-25,Underweight,PAPRI2021,Yes,2021-07-13
ADE-0348,Adelie,38.42,17.61,170.0,3249.0,Adult,Female,Cormorant East,Cormorant,,Critically Ill,PAPRI2023,Yes,2023-05-20
CHN-0332,Chinstrap,50.0,15.75,193.5,2646.0,Juvenile,,Torgersen North,cormor,2024-06-04,critcal ill,PAPRI2024,Yes,2024-05-30
GEN-0356,Gentoo,47.65,16.56,219.3,4526.0,Adult,Female,Dream South,Dream,2022-11-27,Healthy,PAPRI2022,Yes,2022-11-15
,Chinstrap,46.38,16.26,180.9,3690.0,Adult,,Torgersen North,Torgersen,2020-07-13,Healthy,STUDY_2022,Yes,2020-07-13
,Gentoo,46.73,14.73,213.3,4942.0,Adult,Female,Torgersen North,Torgersen,2019-11-18,Unwell,,Yes,2019-11-13
GEN-0357,Gentto,51.07,15.6,216.8,4215.0,Juvenile,Female,torgersen SE,Biscoe,2024-07-19,Healthy,PAPRI2024,Yes,2024-07-17
CHN-0333,Chinstrap,51.74,20.19,198.6,3625.0,Adult,,Biscoe West,Biscoe,2020-01-03,Healthy,PAPRI2020,Yes,2019-12-20
GEN-0358,Gentoo,48.69,15.0,211.9,,Juvenile,,Dream South,Dream,2021-11-07,,PAPRI2021,Yes,2021-11-03
GEN-0359,Gentoo,46.98,13.99,,5852.0,Adult,Male,torgersen SE,Dream,2024-11-01,Healthy,PAPRI2024,Yes,2024-08-26
GEN-0360,Gentoo,50.48,15.11,216.2,,Juvenile,Female,Dream Island,Dream,2022-12-19,Underweight,PAPRI2022,Yes,2022-12-16
,Chinstrap,46.67818762778237,19.01,,3806.0,Adult,Female,Biscoe West,Biscoe,,Unwell,PAPRI2023,Yes,2023-08-02
GEN-0361,Gentoo,46.37,14.74,201.9715728010773,2809.0727893732997,Adult,Female,,Biscoe,10-05-2022,Underweight,PAPRI2023,Yes,2023-12-02
ADE-0349,Adelie,,16.97,197.1,4111.979415460821,Adult,,Dream South,Dream,2023-09-11,Healthy,PAPRI2023,Yes,2023-08-28
,Adelie,35.25,18.99,,3371.0,Adult,Female,Torgersen North,Torgersen,2024-03-22,Unwell,PAPRI2024,Yes,2024-03-14
CHN-0334,Chinstrap,49.16,16.04,200.5,3571.4088846889417,Adult,Female,Torgersen North,Torgersen,2024-03-06,Healthy,PAPRI2024,Yes,2024-03-01
GEN-0362,Gentto,50.81,15.39,207.4,3250.0,Chick,Male,Torgersen North,Torgersen,2022-09-24,,PAPRI2022,Yes,2022-09-11
,Adelie,40.72,16.95,188.5,4143.0,Adult,,Biscoe West,Biscoe,2020-10-25,Overweight,PAPRI2020,Yes,2020-10-19
CHN-0335,Chinstrap,45.18,17.92,206.0,3115.0,Adult,,Dream South,torg,2020-08-07,Underweight,PAPRI2020,No,
,Gentoo,47.54,13.88,217.6,4173.0,Adult,,Dream South,Dream,2024-05-06,Healthy,PAPR2023,Yes,2024-04-30
GEN-0363,Gentoo,50.34,14.14,205.8,,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2021,Yes,2020-12-22
,,41.03787474377462,16.13,176.7,3346.0,Adult,,Biscoe West,Biscoe,2023-05-31,,PAPRI2023,Yes,2023-05-22
CHN-0336,Chinstrap,53.82,15.08,201.3,3431.0,Adult,,Cormorant East,Cormorant,2020-10-21,,PAPRI2020,Yes,2020-10-19
ADE-0350,Adelie,40.34,19.34,194.5,3423.0,Adult,,,Torgersen,2024-02-13,Healthy,PAPRI2024,Yes,2024-02-12
CHN-0337,Chinstrap,45.4,17.73,196.0,3687.0,Adult,,Cormorant East,Cormorant,2020-11-17,Overweight,,Yes,2020-11-13
ADE-0351,Adelie,35.21,18.75,187.3,3266.0,Juvenile,Male,Shortcut Point,Shortcut,2024-09-01,Underweight,PAPRI2024,Yes,2024-08-19
CHN-0338,Chinstrap,48.09,13.0,191.1,3420.0,,, short point,Torgersen,,Healthy,PAPRI2020,Yes,2020-11-25
ADE-0352,Adelie,41.33,19.54,201.7,3605.0,Adult,,Torgersen North,Torgersen,2020-04-08,Healthy,PAPRI2020,Yes,2020-03-30
,Gentoo,46.0,15.45,215.6,3740.0,Juvenile,Female,Dream South,Dream,,Underweight,PAPRI2023,,2023-11-20
CHN-0339,Chinstrap,48.13,21.0,200.9,,Adult,,Torgersen North,Torgersen,2021-10-06,critcal ill,PAPRI2021,Yes,2021-09-29
ADE-0353,Adelie,41.59,16.29,192.9,4879.753550577527,Adult,Male,TORGERSEN 4,Torgersen,,Healthy,,Yes,2021-09-25
CHN-0340,,52.15,19.54,194.6,4069.0,Adult,Male,,Shortcut,,Overweight,PAPRI2023,Yes,2023-05-18
ADE-0354,Adelie,,,185.3,2749.0,Juvenile,,Torgersen,Shortcut,08-03-2024,Critically Ill,,,2021-07-24
ADE-0355,adeleie,,18.6,193.8,2798.0,Juvenile,Male,Dream South,,2020-02-03,Underweight,PAPRI2020,Yes,2020-01-23
,Gentoo,,16.21,215.2,,Adult,,Torgersen North,Torgersen,2022-02-05,Healthy,PAPRI2022,Yes,2022-02-03
GEN-0364,Gentoo,54.1,13.0,207.7,5806.0,Adult,,Cormorant East,Cormorant,2024-02-27,Overweight,PAPRI2024,Yes,2024-02-23
CHN-0341,Chinstrap,50.03,18.77,206.8,3589.0,Adult,Female,Biscoe West,Biscoe,2019-11-28,Healthy,PAPRI2019,Yes,2019-11-14
,Chinstrap,48.84,16.13,193.6,3704.0,Adult,,Torgersen North,,2020-01-04,Healthy,PAPRI2020,Yes,2019-12-24
GEN-0365,,55.63,15.42,218.3,4407.0,Juvenile,Male,Torgersen North,Torgersen,,Healthy,PAPRI2020,Yes,2020-03-30
,Chinstrap,,,200.5,4303.0,Adult,,Shortcut Point,Shortcut,2020-07-02,Overweight,PAPRI2020,Yes,2020-07-02
,Chinstrap,51.21,,196.2,3611.0,Adult,Female,Dream South,Dream,2023-06-06,,PAPRI2023,Yes,2023-05-27
GEN-0366,Gentoo,,15.64,221.8,5653.0,Adult,,Torgersen North,Torgersen,2022-12-13,Healthy,PAPRI2022,Yes,2022-12-11
ADE-0356,Adelie,35.0,16.45,198.5,2500.0,Chick,Female,Torgersen North,Torgersen,2021-05-01,Underweight,PAPRI2021,Yes,2021-04-28
CHN-0342,Chinstrap,48.71,16.23,195.1,3958.0,Adult,Female,Torgersen North,Torgersen,2023-06-30,Healthy,PAPRI2023,Yes,2023-06-16
,Chinstrap,51.09,20.37,,3053.0,Juvenile,Male,Cormorant East,Cormorant,2022-12-30,Underweight,PAPRI2022,Yes,2022-12-19
CHN-0343,Chinstrap,51.51,17.04,198.4,3795.0,Adult,,Biscoe West,Biscoe,2019-10-30,Healthy,PAPRI2019,No,
ADE-0357,Adelie,,16.87,188.5,3418.0,Adult,,Torgersen North,Torgersen,2022-06-17,Healthy,PAPRI20X9,Yes,2022-06-04
,Gentoo,51.12,13.0,230.0,4772.0,Adult,Female,Dream South,Dream,2022-10-22,Healthy,PAPRI2022,No,
,Gentoo,47.82,,216.7,5451.0,Adult,,Shortcut Point,Shortcut,2021-03-06,Overweight,PAPRI2021,Yes,2021-02-22
GEN-0367,Gentoo,41.77,13.879174360909035,218.2,2954.0,Chick,,Dream South,Dream,2024-01-11,Underweight,PAPRI2024,Yes,2024-01-06
CHN-0344,,44.38,17.99,197.0,3269.0,Adult,Male,Biscoe West,bisco,2022-04-24,Underweight,PAPRI2022,Yes,2022-04-13
CHN-0345,Chinstrap,50.29,16.38,205.9,3609.0,Adult,Male,Torgersen North,Torgersen,2024-08-10,Healthy,PAPRI2024,Yes,2024-07-28
GEN-0368,Gentoo,52.42,13.0,220.5,5175.0,Adult,Male,Torgersen North,Torgersen,2020-11-10,Healthy,PAPRI2020,Yes,2020-11-01
,Adelie,40.75,18.88,186.6,3658.0,Adult,N/A,Biscoe West,Biscoe,2022-10-09,Healthy,PAPRI2022,Yes,2022-10-01
,Adelie,37.59,18.75,193.9,3323.0,Juvenile,Male,Dream South,Dream,2024-06-22,Healthy,PAPRI2024,Yes,2024-06-14
GEN-0369,Gentoo,48.38,14.15,222.6,,Juvenile,Unknown,Dream South,Dream,2021-05-30,Healthy,PAPRI2021,Yes,2021-05-24
,Chinstrap,48.61,18.15,197.3,2666.0,Juvenile,,Dream South,Dream,2019-10-01,Underweight,PAPRI2019,No,
CHN-0346,Chinstrap,52.38,,189.0,3716.6021534096476,Adult,,Torgersen North,Torgersen,2020-02-14,Underweight,PAPRI2020,No,
,Adelie,38.05,17.86,198.55252718549946,,Adult,,Cormorant East,Cormorant,2021-02-08,Healthy,PAPRI2021,Yes,2021-02-02
CHN-0347,Chinstrap,49.72,20.08,200.5,3729.0,Juvenile,Male,Biscoe West,Biscoe,2021-04-18,Healthy,PP2020,Yes,2021-04-07
GEN-0370,Gentoo,45.55,14.41,229.0,5121.0,Adult,Male,Unknown,Biscoe,2023-07-08,Healthy,PAPRI2023,No,
,Adelie,35.39,19.85,184.7,3210.121103978794,Adult,,Dream South,Dream,2023-02-07,Healthy,,Yes,2023-02-03
,Adelie,32.0,19.22,203.4,3557.0,Adult,Female,Dream South,Dream,2024-08-27,Healthy,PAPRI2024,Yes,2024-08-21
,Chinstrap,46.53,16.790335454474715,204.9,3446.0,Adult,,Torgersen North,Torgersen,2024-08-29,Healthy,PAPRI2024,Yes,2024-08-22
,Chinstrap,44.99,19.66,206.7,3447.0,Juvenile,,Torgersen North,Torgersen,2024-06-21,Healthy,PAPRI2023,Yes,2023-02-14
,Gentoo,46.03,18.38,227.3,5468.0,Adult,Male,Dream South,Dream,2023-04-29,Healthy,PAPRI2023,Yes,2023-04-16
,Gentoo,45.75,15.28,209.1,4904.0,Adult,,Biscoe West,Biscoe,,Healthy,PAPRI2021,,2021-07-30
,Adelie,,20.35,179.5,,Adult,Female,Torgersen North,Torgersen,2020-12-27,Healthy,PAPRI2020,No,
,Gentoo,48.0,16.07,209.8,4595.0,Adult,,Dream South,Dream,2023-02-24,Healthy,PAPRI2023,Yes,2023-02-18
ADE-0359,adeleie,38.24,20.38,187.8,3097.0,Adult,,Biscoe West,,2020-04-19,Underweight,,Yes,2020-04-07
,Adelie,,15.229770311380586,180.3,3362.0,Adult,,Dream South,Dream,2022-02-10,Healthy,,Yes,2022-02-10
CHN-0348,Chinstrap,47.07,21.0,,4116.0,Adult,Male,Biscoe West,Biscoe,2021-12-25,Overweight,PAPRI2021,Yes,2021-12-13
CHN-0349,Chinstrap,49.91,19.4,194.5,2866.286099724388,Chick,,Biscoe West,Biscoe,2019-11-19,Underweight,PAPRI2019,Yes,2019-11-15
,Chinstrap,47.58,18.12,190.8,3522.0,Adult,,Cormorant East,Cormorant,2021-03-03,Underweight,PAPRI2021,Yes,2021-02-26
ADE-0360,Adelie,36.94,19.1,198.5,3849.0,Adult,Female,Torgersen North,Torgersen,2024-01-22,Healthy,PAPRI2024,Yes,2024-01-10
,Gentoo,48.4,17.031714513415878,221.6,,Adult,,Biscoe West,short cut,2024-02-16,Healthy,PAPRI2024,Yes,2024-02-03
ADE-0361,Adelie,36.35,18.61,,3255.0,Adult,,Torgersen,Dream,2024-06-08,Healthy,PAPRI2024,Yes,2024-06-04
ADE-0362,Adelie,35.2,19.29,195.9,2500.0,juvenille,Female,Shortcut Point,Shortcut,2023-05-02,Underweight,PAPRI2023,Yes,2023-04-28
GEN-0371,Gentoo,40.88432710705618,17.7,226.0,4642.0,Adult,Female, short point,Dream,2023-12-24,Healthy,PAPRI20X9,Yes,2023-12-24
,Adelie,35.76,17.12,190.6,3552.0,Adult,,Torgersen North,Torgersen,2023-05-08,Healthy,,Yes,2023-04-30
,Adelie,39.91,16.99,197.3,4139.0,,Male,Dream South,Dream,2023-09-27,Healthy,,Yes,2023-09-21
,Chinstrap,50.48,17.547102948505792,190.0,3665.0,Adult,Male,Torgersen North,Torgersen,2024-11-29,Healthy,PAPRI2024,Yes,2024-11-18
CHN-0350,Chinstrap,53.26,21.0,195.7,4610.0,Adult,M,Biscoe West,Biscoe,2022-03-25,Overweight,PAPRI2022,Yes,2022-03-23
GEN-0372,Gentoo,52.01,15.74,226.0,3028.0,Chick,Male,Shortcut Point,Shortcut,2021-02-14,Underweight,PAPRI2021,Yes,2021-02-02
,Adelie,37.29,17.71,196.7,2869.0,Juvenile,,Torgersen North,,error,Underweight,STUDY_2022,,2024-07-16
,Gentoo,51.52,13.0,211.3,5056.0,Adult,Female,Biscoe West,Biscoe,2023-04-07,Healthy,PAPRI2023,Yes,2023-04-01
,Gentoo,47.74,15.19,211.1,5025.0,Adult,Female,Torgersen North,short cut,2022-03-02,Healthy,PAPRI2022,Yes,2022-02-16
,Adelie,33.37,18.6,186.6,3480.0,Adult,,Dream South,Dream,2020-07-02,Healthy,PAPRI2020,Yes,2020-06-21
,Adelie,38.6,21.0,191.5,3275.0,Adult,Female,Cormorant East,Cormorant,2022-10-01,Underweight,PAPRI2022,Yes,2022-09-22
ADE-0363,Adelie,40.04,17.96,187.6,3756.0,Adult,,Biscoe West,Biscoe,2022-11-08,Healthy,PAPRI2022,Yes,2022-11-04
GEN-0373,Gentoo,51.13,14.77,226.8,5095.0,Adult,,Cormorant East,Cormorant,2020-02-10,Healthy,PAPRI2020,No,
CHN-0351,Chinstrap,50.81,16.39,192.1,2500.0,Chick,Male,biscoe 2,unknown,2020-02-08,Underweight,PAPRI2020,Yes,2020-01-28
CHN-0352,Chinstrap,49.88,17.16,207.6,4365.0,Adult,,Biscoe West,Biscoe,2023-10-01,Overweight,PAPRI2023,,2023-09-19
,Adelie,40.96,18.31,200.7,2505.0,Juvenile,Female,torgersen SE,Shortcut,2021-08-07,Underweight,PAPRI2021,Yes,2021-07-30
,Chinstrap,49.14,,193.8,4387.802931699335,Adult,,Torgersen North,Torgersen,2021-07-06,Healthy,PAPRI2021,No,
GEN-0374,Gentoo,45.1,13.66,208.4,4823.0,Adult,,Cormorant East,Cormorant,2020-02-23,Healthy,PAPRI2020,Yes,2020-02-12
,Adelie,44.53,19.87,,2824.0,Juvenile,,Biscoe West,Biscoe,2024-01-02,Underweight,PAPRI2024,,
,Gentoo,46.84,13.59,216.8,4342.0,Adult,Male,Shortcut Point,Shortcut,2022-01-04,Underweight,PAPRI2022,Yes,2021-12-29
CHN-0353,Chinstrap,45.03,18.6,184.6,3727.0,Adult,,invalid_colony,Dream,2020-10-09,Healthy,PAPRI2020,,2020-09-28
