tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
,Adelie,42.45,19.73,189.6,2867,Juvenile,Female,Cormorant East,Cormorant,2019-12-16,Underweight,PAPRI2019,Yes,2019-12-07
GEN-0191,Gentoo,50.66,14.58,212.9,3650,Juvenile,,Shortcut Point,Shortcut,2023-01-17,Healthy,PAPRI2023,Yes,2023-01-11
,Chinstrap,53.94,16.05,207.4,3760,Adult,Male,Biscoe West,Biscoe,2021-08-19,Healthy,PAPRI2021,Yes,2021-08-09
,Chinstrap,48.32,17.99,187.1,2935,Juvenile,,Torgersen North,Torgersen,2020-11-17,Underweight,PAPRI2020,Yes,2020-11-05
ADE-0189,Adelie,37.16,18.19,196.2,3950,Adult,Male,Cormorant East,Cormorant,2021-05-31,Overweight,PAPRI2021,Yes,2021-05-28
GEN-0192,Gentoo,52.55,16.0,227.2,2837,Chick,,Biscoe West,Biscoe,2020-04-12,Underweight,PAPRI2020,Yes,2020-04-03
GEN-0193,Gentoo,46.77,14.8,223.4,4407,Juvenile,,Dream South,Dream,2023-05-27,Healthy,PAPRI2023,Yes,2023-05-23
,Chinstrap,49.31,18.43,196.5,2690,Adult,Female,Biscoe West,Biscoe,2023-04-02,Underweight,PAPRI2023,No,
ADE-0190,Adelie,40.47,20.86,192.5,3793,Adult,,Cormorant East,Cormorant,2020-10-17,Overweight,PAPRI2020,Yes,2020-10-04
,Gentoo,40.43,14.18,212.4,3989,Juvenile,,Shortcut Point,Shortcut,2024-04-13,Underweight,PAPRI2024,Yes,2024-04-07
,Gentoo,50.47,14.54,220.2,2741,Chick,Female,Biscoe West,Biscoe,2020-07-29,Underweight,PAPRI2020,Yes,2020-07-17
,Chinstrap,42.66,18.68,204.0,3669,Adult,,Cormorant East,Cormorant,2024-11-09,Critically Ill,PAPRI2024,Yes,2024-11-05
CHN-0189,Chinstrap,47.82,18.11,202.9,2778,Juvenile,,Biscoe West,Biscoe,2022-01-09,Underweight,PAPRI2022,Yes,2022-01-09
ADE-0191,Adelie,37.19,17.67,193.0,3465,Adult,Female,Cormorant East,Cormorant,2022-02-11,Healthy,PAPRI2022,Yes,2022-02-09
CHN-0190,Chinstrap,48.77,18.99,208.7,2872,Juvenile,,Torgersen North,Torgersen,2023-06-10,Underweight,PAPRI2023,No,
GEN-0194,Gentoo,44.58,15.98,216.4,2734,Chick,,Dream South,Dream,2020-03-20,Underweight,PAPRI2020,Yes,2020-03-19
,Chinstrap,47.43,18.4,198.8,3784,Adult,,Cormorant East,Cormorant,2021-12-21,Overweight,PAPRI2021,Yes,2021-12-19
ADE-0192,Adelie,34.19,21.0,195.8,3623,Adult,,Torgersen North,Torgersen,2022-09-03,Healthy,PAPRI2022,Yes,2022-08-22
GEN-0195,Gentoo,50.79,13.0,199.0,5490,Adult,Male,Torgersen North,Torgersen,2024-01-31,Healthy,PAPRI2024,Yes,2024-01-22
GEN-0196,Gentoo,42.56,15.53,212.9,4153,Adult,Female,Dream South,Dream,2020-12-20,Healthy,PAPRI2020,No,
CHN-0191,Chinstrap,49.16,17.5,199.5,2647,Adult,Female,Dream South,Dream,2023-09-02,Underweight,PAPRI2023,Yes,2023-08-27
CHN-0192,Chinstrap,46.88,18.09,194.9,3838,Adult,,Biscoe West,Biscoe,2024-12-31,Overweight,PAPRI2024,Yes,2024-12-26
,Chinstrap,48.95,19.39,209.0,3546,Adult,,Torgersen North,Torgersen,2024-06-19,Healthy,PAPRI2024,Yes,2024-06-19
,Gentoo,53.47,17.54,209.9,4623,Adult,Female,Shortcut Point,Shortcut,2021-06-25,Healthy,PAPRI2021,No,
,Gentoo,47.48,16.21,208.8,5208,Adult,,Torgersen North,Torgersen,2021-12-04,Overweight,PAPRI2021,Yes,2021-11-20
,Chinstrap,49.3,21.0,205.0,3505,Adult,,Dream South,Dream,2021-06-01,Healthy,PAPRI2021,Yes,2021-05-18
CHN-0193,Chinstrap,43.64,16.61,206.0,3589,Adult,,Biscoe West,Biscoe,2022-01-10,Healthy,PAPRI2022,Yes,2022-01-09
,Chinstrap,49.97,20.69,203.5,3525,Adult,,Dream South,Dream,2023-10-09,Healthy,PAPRI2023,Yes,2023-10-08
,Adelie,38.87,16.09,191.1,4141,Adult,Female,Biscoe West,Biscoe,2022-04-16,Overweight,PAPRI2022,Yes,2022-04-06
GEN-0197,Gentoo,47.72,15.37,223.3,5080,Adult,,Torgersen North,Torgersen,2019-10-07,Healthy,PAPRI2019,Yes,2019-10-02
,Gentoo,44.99,16.51,216.4,3716,Juvenile,,Torgersen North,Torgersen,2024-01-20,Underweight,PAPRI2024,Yes,2024-01-07
GEN-0198,Gentoo,46.36,15.46,212.5,4276,Adult,Female,Biscoe West,Biscoe,2024-08-23,Healthy,PAPRI2024,No,
,Gentoo,47.32,15.39,218.7,3992,Adult,Female,Cormorant East,Cormorant,2021-10-22,Underweight,PAPRI2021,Yes,2021-10-09
GEN-0199,Gentoo,50.32,13.72,207.6,4512,Adult,,Torgersen North,Torgersen,2023-05-18,Healthy,PAPRI2023,Yes,2023-05-17
CHN-0194,Chinstrap,42.13,18.34,191.8,3221,Adult,Female,Torgersen North,Torgersen,2023-03-19,Healthy,PAPRI2023,No,
CHN-0195,Chinstrap,44.44,15.1,198.0,3529,Adult,Female,Torgersen North,Torgersen,2024-01-31,Healthy,PAPRI2024,Yes,2024-01-21
CHN-0196,Chinstrap,52.63,20.06,190.5,3577,Adult,Female,Torgersen North,Torgersen,2021-05-12,Healthy,PAPRI2021,Yes,2021-05-06
,Adelie,39.19,17.41,184.6,4100,Adult,Male,Biscoe West,Biscoe,2022-02-03,Overweight,PAPRI2022,Yes,2022-02-03
CHN-0197,Chinstrap,43.9,18.17,204.4,2697,Juvenile,Male,Shortcut Point,Shortcut,2021-10-27,Underweight,PAPRI2021,Yes,2021-10-26
,Adelie,37.77,17.38,185.2,3496,Adult,,Dream South,Dream,2021-12-23,Healthy,PAPRI2021,Yes,2021-12-12
CHN-0198,Chinstrap,45.59,19.63,186.8,2678,Juvenile,Male,Biscoe West,Biscoe,2020-01-15,Underweight,PAPRI2020,No,
,Chinstrap,45.05,17.07,206.7,3710,Adult,,Shortcut Point,Shortcut,2023-02-07,Underweight,PAPRI2023,No,
,Chinstrap,47.45,20.11,188.1,4061,Adult,,Dream South,Dream,2023-07-06,Overweight,PAPRI2023,Yes,2023-06-28
ADE-0193,Adelie,34.15,17.03,196.8,3142,Juvenile,,Biscoe West,Biscoe,2024-12-18,Underweight,PAPRI2024,Yes,2024-12-17
CHN-0199,Chinstrap,46.83,19.94,207.9,3393,Adult,Female,Biscoe West,Biscoe,2019-12-30,Underweight,PAPRI2019,Yes,2019-12-17
,Chinstrap,52.38,21.0,199.0,3988,Adult,Female,Biscoe West,Biscoe,2023-03-09,Overweight,PAPRI2023,Yes,2023-03-01
CHN-0200,Chinstrap,41.99,17.99,202.6,3009,Juvenile,,Dream South,Dream,2022-07-03,Underweight,PAPRI2022,Yes,2022-06-20
GEN-0200,Gentoo,48.47,17.53,205.2,5215,Adult,Male,Biscoe West,Biscoe,2021-01-13,Healthy,PAPRI2021,Yes,2021-01-11
,Gentoo,41.39,14.86,215.5,3465,Juvenile,,Dream South,Dream,2022-07-10,Healthy,PAPRI2022,Yes,2022-07-02
CHN-0201,Chinstrap,46.81,19.01,200.5,3109,Juvenile,,Dream South,Dream,2020-07-30,Underweight,PAPRI2020,Yes,2020-07-17
,Chinstrap,49.81,17.18,197.9,3266,Juvenile,,Torgersen North,Torgersen,2021-04-11,Healthy,PAPRI2021,Yes,2021-04-08
GEN-0201,Gentoo,52.66,13.0,217.6,2922,Chick,,Shortcut Point,Shortcut,2020-10-04,Underweight,PAPRI2020,Yes,2020-09-22
,Chinstrap,43.05,17.63,188.4,3930,Adult,Male,Biscoe West,Biscoe,2021-12-16,Overweight,PAPRI2021,Yes,2021-12-15
CHN-0202,Chinstrap,47.15,19.2,196.6,2500,Chick,,Torgersen North,Torgersen,2023-06-12,Underweight,PAPRI2023,Yes,2023-06-08
,Gentoo,48.39,13.87,217.9,4817,Adult,Female,Biscoe West,Biscoe,2021-07-27,Healthy,PAPRI2021,Yes,2021-07-13
GEN-0202,Gentoo,46.28,14.06,220.5,4940,Adult,,Torgersen North,Torgersen,2021-05-02,Healthy,PAPRI2021,Yes,2021-05-01
,Gentoo,49.04,15.78,218.9,5026,Adult,Male,Shortcut Point,Shortcut,2021-02-03,Overweight,PAPRI2021,Yes,2021-02-02
,Adelie,35.03,20.23,192.1,2921,Juvenile,,Cormorant East,Cormorant,2021-05-06,Underweight,PAPRI2021,Yes,2021-05-04
,Adelie,41.72,19.81,193.2,4022,Adult,,Torgersen North,Torgersen,2024-11-30,Healthy,PAPRI2024,Yes,2024-11-28
CHN-0203,Chinstrap,49.96,17.11,192.2,3677,Adult,,Biscoe West,Biscoe,2022-06-29,Healthy,PAPRI2022,Yes,2022-06-25
GEN-0203,Gentoo,49.12,15.85,213.0,2836,Chick,Female,Biscoe West,Biscoe,2023-03-11,Underweight,PAPRI2023,Yes,2023-03-10
ADE-0194,Adelie,40.9,18.32,181.0,4012,Adult,,Dream South,Dream,2023-05-19,Healthy,PAPRI2023,Yes,2023-05-12
GEN-0204,Gentoo,46.45,13.0,225.2,4337,Adult,Female,Biscoe West,Biscoe,2020-03-11,Healthy,PAPRI2020,Yes,2020-03-09
ADE-0195,Adelie,36.12,19.78,185.1,3408,Adult,Female,Biscoe West,Biscoe,2021-05-28,Healthy,PAPRI2021,Yes,2021-05-14
,Adelie,39.08,17.68,178.4,2879,Adult,Female,Dream South,Dream,2023-06-15,Underweight,PAPRI2023,Yes,2023-06-10
,Chinstrap,52.09,19.35,192.7,3055,Adult,Female,Biscoe West,Biscoe,2020-10-02,Underweight,PAPRI2020,Yes,2020-10-02
ADE-0196,Adelie,37.88,19.15,181.2,3579,Adult,Female,Dream South,Dream,2023-12-30,Healthy,PAPRI2023,Yes,2023-12-26
CHN-0204,Chinstrap,48.1,20.39,200.2,3205,Adult,Male,Shortcut Point,Shortcut,2020-03-09,Underweight,PAPRI2020,Yes,2020-02-25
GEN-0205,Gentoo,48.94,16.6,214.0,5041,Adult,Male,Torgersen North,Torgersen,2019-10-28,Healthy,PAPRI2019,Yes,2019-10-17
,Chinstrap,49.21,17.5,196.7,3510,Adult,,Cormorant East,Cormorant,2022-06-23,Underweight,PAPRI2022,Yes,2022-06-14
CHN-0205,Chinstrap,44.98,16.37,185.1,3912,Adult,,Biscoe West,Biscoe,2024-04-04,Overweight,PAPRI2024,Yes,2024-04-04
ADE-0197,Adelie,40.82,20.5,200.1,2500,Chick,,Torgersen North,Torgersen,2024-07-25,Overweight,PAPRI2024,Yes,2024-07-15
,Adelie,37.23,16.67,195.5,3825,Adult,,Dream South,Dream,2020-10-25,Healthy,PAPRI2020,No,
,Chinstrap,45.02,19.25,209.1,3278,Juvenile,,Dream South,Dream,2023-11-22,Underweight,PAPRI2023,Yes,2023-11-15
ADE-0198,Adelie,41.08,19.17,187.0,3731,Adult,Female,Cormorant East,Cormorant,2020-01-13,Healthy,PAPRI2020,Yes,2019-12-31
GEN-0206,Gentoo,48.1,14.7,217.5,4575,Adult,Female,Dream South,Dream,2019-12-15,Healthy,PAPRI2019,Yes,2019-12-06
GEN-0207,Gentoo,44.96,15.46,216.8,4362,Adult,,Biscoe West,Biscoe,2022-06-26,Healthy,PAPRI2022,No,
CHN-0206,Chinstrap,47.28,17.9,196.0,4008,Adult,Female,Biscoe West,Biscoe,2024-09-24,Overweight,PAPRI2024,No,
CHN-0207,Chinstrap,50.1,16.97,191.9,3731,Adult,Male,Dream South,Dream,2022-05-19,Healthy,PAPRI2022,Yes,2022-05-16
GEN-0208,Gentoo,51.9,15.45,214.0,4256,Adult,,Shortcut Point,Shortcut,2024-06-21,Underweight,PAPRI2024,Yes,2024-06-07
,Chinstrap,45.64,16.34,184.9,3641,Adult,Female,Biscoe West,Biscoe,2024-03-18,Healthy,PAPRI2024,No,
GEN-0209,Gentoo,48.99,14.45,218.8,4468,Adult,Female,Torgersen North,Torgersen,2020-06-21,Healthy,PAPRI2020,No,
,Adelie,40.58,18.3,182.3,4218,Adult,Male,Cormorant East,Cormorant,2020-12-02,Overweight,PAPRI2020,Yes,2020-11-27
,Chinstrap,46.91,18.06,205.5,2869,Juvenile,,Dream South,Dream,2024-10-05,Underweight,PAPRI2024,Yes,2024-09-30
CHN-0208,Chinstrap,49.95,17.06,192.6,3235,Juvenile,,Torgersen North,Torgersen,2022-06-23,Healthy,PAPRI2022,Yes,2022-06-18
ADE-0199,Adelie,44.13,19.02,196.7,4140,Adult,,Cormorant East,Cormorant,2024-07-13,Overweight,PAPRI2024,Yes,2024-07-03
,Adelie,38.66,17.57,191.1,3784,Adult,Female,Biscoe West,Biscoe,2024-06-19,Healthy,PAPRI2024,Yes,2024-06-07
GEN-0210,Gentoo,50.77,16.24,210.5,5584,Adult,Male,Biscoe West,Biscoe,2022-08-04,Healthy,PAPRI2022,Yes,2022-07-22
,Adelie,39.39,17.94,188.6,2987,Juvenile,Female,Shortcut Point,Shortcut,2024-01-08,Underweight,PAPRI2024,Yes,2024-01-07
,Adelie,34.15,15.5,196.9,3641,Adult,Male,Biscoe West,Biscoe,2022-03-18,Healthy,PAPRI2022,No,
,Adelie,39.8,19.28,189.3,3867,Adult,Male,Cormorant East,Cormorant,2020-03-23,Overweight,PAPRI2020,Yes,2020-03-17
CHN-0209,Chinstrap,49.57,19.65,189.3,3183,Juvenile,,Biscoe West,Biscoe,2022-09-19,Underweight,PAPRI2022,Yes,2022-09-07
,Chinstrap,48.54,18.02,189.0,3624,Adult,Female,Dream South,Dream,2019-11-30,Healthy,PAPRI2019,Yes,2019-11-19
,Gentoo,49.6,13.34,226.8,2745,Chick,Male,Shortcut Point,Shortcut,2022-03-07,Unwell,PAPRI2022,Yes,2022-02-25
,Adelie,40.94,17.54,195.5,2500,Chick,,Shortcut Point,Shortcut,2023-09-30,Underweight,PAPRI2023,No,
CHN-0210,Chinstrap,48.82,19.87,193.2,3802,Adult,,Dream South,Dream,2021-06-15,Healthy,PAPRI2021,No,
ADE-0200,Adelie,37.19,17.95,195.3,3525,Adult,,Cormorant East,Cormorant,2020-07-27,Healthy,PAPRI2020,Yes,2020-07-24
GEN-0211,Gentoo,46.74,14.0,217.2,4790,Adult,Female,Biscoe West,Biscoe,2024-09-21,Healthy,PAPRI2024,Yes,2024-09-09
,Adelie,37.27,19.65,191.4,2500,Chick,,Cormorant East,Cormorant,2021-12-07,Underweight,PAPRI2021,No,
GEN-0212,Gentoo,51.18,14.79,227.7,3660,Juvenile,Female,Shortcut Point,Shortcut,2022-09-02,Underweight,PAPRI2022,Yes,2022-09-02
ADE-0201,Adelie,37.56,16.78,186.0,3571,Adult,Female,Cormorant East,Cormorant,2023-10-27,Healthy,PAPRI2023,Yes,2023-10-16
ADE-0202,Adelie,39.19,18.42,198.7,2934,Juvenile,,Cormorant East,Cormorant,2020-06-10,Unwell,PAPRI2020,Yes,2020-06-01
,Gentoo,48.77,16.37,215.7,5644,Adult,Male,Torgersen North,Torgersen,2021-09-17,Healthy,PAPRI2021,Yes,2021-09-04
GEN-0213,Gentoo,44.01,17.0,212.6,3975,Juvenile,Male,Biscoe West,Biscoe,2020-05-03,Underweight,PAPRI2020,Yes,2020-04-20
CHN-0211,Chinstrap,49.02,15.27,206.1,2687,Juvenile,Female,Dream South,Dream,2020-03-16,Underweight,PAPRI2020,Yes,2020-03-14
CHN-0212,Chinstrap,44.93,21.0,194.3,2500,Chick,,Torgersen North,Torgersen,2022-01-02,Underweight,PAPRI2022,Yes,2021-12-27
CHN-0213,Chinstrap,47.3,21.0,189.8,3947,Adult,,Biscoe West,Biscoe,2023-08-12,Overweight,PAPRI2023,Yes,2023-08-06
ADE-0203,Adelie,35.14,19.02,194.2,2644,Juvenile,,Torgersen North,Torgersen,2020-06-21,Underweight,PAPRI2020,Yes,2020-06-13
,Adelie,34.63,17.59,192.5,4149,Adult,Male,Biscoe West,Biscoe,2022-11-18,Overweight,PAPRI2022,Yes,2022-11-09
,Chinstrap,44.03,18.41,185.7,4327,Adult,Male,Torgersen North,Torgersen,2020-05-29,Overweight,PAPRI2020,No,
CHN-0214,Chinstrap,42.14,13.97,201.7,3554,Adult,Female,Dream South,Dream,2020-01-08,Healthy,PAPRI2020,Yes,2020-01-04
ADE-0204,Adelie,43.52,17.81,188.5,4267,Adult,Female,Torgersen North,Torgersen,2020-02-16,Healthy,PAPRI2020,Yes,2020-02-07
,Chinstrap,43.46,18.13,194.3,3901,Adult,,Biscoe West,Biscoe,2022-05-31,Overweight,PAPRI2022,No,
ADE-0205,Adelie,44.78,19.24,183.0,3550,Adult,Female,Dream South,Dream,2020-08-01,Healthy,PAPRI2020,Yes,2020-07-20
,Gentoo,48.24,13.84,225.9,4642,Adult,Female,Biscoe West,Biscoe,2021-08-25,Healthy,PAPRI2021,Yes,2021-08-11
CHN-0215,Chinstrap,47.73,16.65,197.4,3828,Adult,,Biscoe West,Biscoe,2023-09-18,Underweight,PAPRI2023,Yes,2023-09-17
,Gentoo,44.93,14.84,220.9,3478,Juvenile,,Biscoe West,Biscoe,2022-12-25,Underweight,PAPRI2022,Yes,2022-12-17
ADE-0206,Adelie,35.4,19.5,196.1,4116,Adult,Male,Cormorant East,Cormorant,2019-11-08,Overweight,PAPRI2019,Yes,2019-10-26
GEN-0214,Gentoo,50.08,15.1,215.6,4531,Adult,Female,Cormorant East,Cormorant,2021-12-31,Healthy,PAPRI2021,Yes,2021-12-17
ADE-0207,Adelie,41.22,20.1,185.6,2642,Juvenile,Female,Dream South,Dream,2021-11-21,Underweight,PAPRI2021,Yes,2021-11-20
GEN-0215,Gentoo,43.17,14.22,216.5,4282,Juvenile,Male,Torgersen North,Torgersen,2020-08-11,Healthy,PAPRI2020,Yes,2020-08-09
ADE-0208,Adelie,38.01,18.81,192.8,3725,Adult,Male,Biscoe West,Biscoe,2021-06-02,Healthy,PAPRI2021,Yes,2021-05-27
,Chinstrap,49.22,17.75,189.0,3238,Adult,,Torgersen North,Torgersen,2020-01-15,Healthy,PAPRI2020,Yes,2020-01-06
ADE-0209,Adelie,37.72,20.26,189.2,4070,Adult,Male,Dream South,Dream,2021-04-04,Overweight,PAPRI2021,Yes,2021-04-03
,Chinstrap,51.95,18.44,191.7,3890,Adult,,Torgersen North,Torgersen,2019-11-08,Healthy,PAPRI2019,Yes,2019-10-29
ADE-0210,Adelie,37.55,19.55,190.8,3347,Adult,,Torgersen North,Torgersen,2021-06-15,Healthy,PAPRI2021,Yes,2021-06-02
,Gentoo,49.67,14.93,223.0,5468,Adult,Male,Dream South,Dream,2024-02-18,Healthy,PAPRI2024,Yes,2024-02-04
GEN-0216,Gentoo,41.4,17.33,212.3,2850,Chick,Female,Dream South,Dream,2023-05-30,Underweight,PAPRI2023,Yes,2023-05-16
CHN-0216,Chinstrap,54.06,18.53,187.7,2947,Juvenile,,Torgersen North,Torgersen,2021-09-19,Underweight,PAPRI2021,Yes,2021-09-06
GEN-0217,Gentoo,47.9,14.66,210.5,4114,Juvenile,,Torgersen North,Torgersen,2020-02-21,Healthy,PAPRI2020,No,
,Adelie,36.66,18.45,181.1,3910,Adult,,Biscoe West,Biscoe,2020-12-05,Healthy,PAPRI2020,Yes,2020-11-30
GEN-0218,Gentoo,38.2,14.95,213.7,5153,Adult,,Shortcut Point,Shortcut,2023-09-19,Overweight,PAPRI2023,Yes,2023-09-14
CHN-0217,Chinstrap,45.93,18.66,203.7,3799,Adult,Male,Torgersen North,Torgersen,2023-05-16,Healthy,PAPRI2023,No,
ADE-0211,Adelie,40.38,17.84,192.5,3502,Adult,,Biscoe West,Biscoe,2023-09-10,Healthy,PAPRI2023,Yes,2023-09-09
,Gentoo,43.01,16.34,213.0,5289,Adult,,Biscoe West,Biscoe,2024-04-28,Healthy,PAPRI2024,Yes,2024-04-23
,Chinstrap,51.38,16.95,197.8,4229,Adult,Male,Cormorant East,Cormorant,2020-06-12,Overweight,PAPRI2020,Yes,2020-06-05
ADE-0212,Adelie,35.61,18.02,196.7,2500,Chick,Female,Torgersen North,Torgersen,2020-10-27,Underweight,PAPRI2020,Yes,2020-10-23
,Gentoo,51.58,14.83,217.1,5295,Adult,,Torgersen North,Torgersen,2019-12-15,Healthy,PAPRI2019,No,
GEN-0219,Gentoo,40.54,15.74,216.9,4385,Juvenile,,Torgersen North,Torgersen,2021-12-20,Healthy,PAPRI2021,Yes,2021-12-12
CHN-0218,Chinstrap,52.79,18.45,193.6,3259,Juvenile,,Torgersen North,Torgersen,2023-07-08,Healthy,PAPRI2023,Yes,2023-07-07
,Gentoo,55.77,14.43,221.4,2986,Chick,Male,Torgersen North,Torgersen,2024-09-08,Underweight,PAPRI2024,Yes,2024-09-05
GEN-0220,Gentoo,45.3,14.43,211.7,4792,Adult,,Torgersen North,Torgersen,2023-03-12,Healthy,PAPRI2023,Yes,2023-03-05
ADE-0213,Adelie,40.11,15.48,176.7,3922,Adult,,Shortcut Point,Shortcut,2020-01-15,Overweight,PAPRI2020,Yes,2020-01-02
,Chinstrap,48.47,19.1,190.0,3268,Adult,Female,Torgersen North,Torgersen,2022-08-25,Healthy,PAPRI2022,Yes,2022-08-22
ADE-0214,Adelie,36.8,19.38,199.3,3753,Adult,Male,Torgersen North,Torgersen,2021-12-11,Healthy,PAPRI2021,Yes,2021-12-02
ADE-0215,Adelie,35.05,18.85,187.7,3060,Juvenile,,Shortcut Point,Shortcut,2020-03-01,Underweight,PAPRI2020,Yes,2020-02-25
,Chinstrap,53.16,17.1,200.4,3430,Adult,Female,Torgersen North,Torgersen,2024-04-11,Underweight,PAPRI2024,Yes,2024-04-08
,Adelie,38.72,16.41,194.4,3640,Adult,,Dream South,Dream,2024-05-09,Healthy,PAPRI2024,Yes,2024-05-08
,Gentoo,50.27,13.54,222.2,4525,Adult,,Biscoe West,Biscoe,2022-12-29,Healthy,PAPRI2022,Yes,2022-12-15
,Adelie,38.94,20.63,184.7,3561,Adult,,Dream South,Dream,2024-02-19,Healthy,PAPRI2024,Yes,2024-02-12
ADE-0216,Adelie,42.45,17.42,184.8,3909,Adult,Male,Dream South,Dream,2022-11-19,Overweight,PAPRI2022,Yes,2022-11-10
CHN-0219,Chinstrap,48.15,17.09,197.3,3889,Adult,,Torgersen North,Torgersen,2019-10-22,Healthy,PAPRI2019,Yes,2019-10-16
GEN-0221,Gentoo,40.97,14.16,213.6,5192,Adult,,Biscoe West,Biscoe,2024-02-20,Underweight,PAPRI2024,Yes,2024-02-19
ADE-0217,Adelie,45.11,18.05,190.7,3885,Adult,,Torgersen North,Torgersen,2024-06-17,Healthy,PAPRI2024,Yes,2024-06-07
GEN-0222,Gentoo,50.11,15.94,217.8,4943,Adult,,Torgersen North,Torgersen,2022-03-29,Healthy,PAPRI2022,Yes,2022-03-29
ADE-0218,Adelie,35.97,17.16,181.1,3487,Adult,,Torgersen North,Torgersen,2023-05-27,Healthy,PAPRI2023,Yes,2023-05-13
GEN-0223,Gentoo,48.07,14.76,217.9,3641,Juvenile,Female,Cormorant East,Cormorant,2021-05-19,Underweight,PAPRI2021,Yes,2021-05-10
GEN-0224,Gentoo,47.63,16.31,230.0,3273,Chick,,Biscoe West,Biscoe,2024-06-06,Underweight,PAPRI2024,Yes,2024-06-01
ADE-0219,Adelie,37.16,16.88,181.3,4021,Adult,Male,Shortcut Point,Shortcut,2021-08-30,Overweight,PAPRI2021,Yes,2021-08-19
CHN-0220,Chinstrap,50.73,19.48,190.8,3567,Adult,,Biscoe West,Biscoe,2021-08-18,Healthy,PAPRI2021,Yes,2021-08-16
,Adelie,41.48,20.46,184.5,4035,Adult,Male,Dream South,Dream,2024-11-27,Critically Ill,PAPRI2024,Yes,2024-11-20
,Gentoo,46.23,15.4,218.2,4831,Adult,,Torgersen North,Torgersen,2024-04-25,Healthy,PAPRI2024,Yes,2024-04-22
CHN-0221,Chinstrap,49.55,19.52,190.2,3475,Adult,Male,Torgersen North,Torgersen,2021-10-02,Unwell,PAPRI2021,Yes,2021-09-25
ADE-0220,Adelie,38.79,17.41,188.3,3580,Adult,Male,Biscoe West,Biscoe,2020-11-11,Healthy,PAPRI2020,Yes,2020-10-28
CHN-0222,Chinstrap,51.01,19.47,193.3,3374,Adult,,Biscoe West,Biscoe,2020-09-30,Underweight,PAPRI2020,Yes,2020-09-26
ADE-0221,Adelie,39.83,17.73,184.1,4075,Adult,Male,Torgersen North,Torgersen,2021-08-24,Healthy,PAPRI2021,Yes,2021-08-21
,Chinstrap,49.68,17.18,192.4,4124,Adult,,Cormorant East,Cormorant,2024-03-24,Overweight,PAPRI2024,Yes,2024-03-10
GEN-0225,Gentoo,47.84,15.83,214.5,3638,Juvenile,,Torgersen North,Torgersen,2024-03-15,Underweight,PAPRI2024,No,
,Chinstrap,53.26,20.57,207.6,3798,Adult,,Dream South,Dream,2024-11-29,Critically Ill,PAPRI2024,Yes,2024-11-25
ADE-0222,Adelie,35.73,18.95,194.2,2500,Chick,,Dream South,Dream,2024-08-22,Underweight,PAPRI2024,Yes,2024-08-13
,Chinstrap,44.54,18.27,203.7,2500,Chick,Male,Torgersen North,Torgersen,2020-09-07,Underweight,PAPRI2020,Yes,2020-08-28
,Gentoo,50.41,15.37,214.8,4645,Adult,Female,Dream South,Dream,2022-09-11,Healthy,PAPRI2022,No,
CHN-0223,Chinstrap,48.81,20.47,202.9,3252,Adult,,Torgersen North,Torgersen,2023-01-08,Healthy,PAPRI2023,Yes,2022-12-25
ADE-0223,Adelie,44.75,20.2,181.8,2991,Juvenile,Female,Dream South,Dream,2024-09-24,Underweight,PAPRI2024,Yes,2024-09-11
CHN-0224,Chinstrap,47.53,19.2,197.7,2500,Chick,,Torgersen North,Torgersen,2021-05-27,Underweight,PAPRI2021,Yes,2021-05-18
,Adelie,36.32,19.4,196.9,3571,Adult,Female,Dream South,Dream,2022-03-04,Healthy,PAPRI2022,Yes,2022-02-27
CHN-0225,Chinstrap,48.63,19.3,193.8,2831,Juvenile,Male,Dream South,Dream,2021-10-05,Underweight,PAPRI2021,No,
GEN-0226,Gentoo,49.9,14.33,215.0,3359,Chick,Male,Dream South,Dream,2020-04-19,Underweight,PAPRI2020,Yes,2020-04-11
,Adelie,36.26,20.08,188.1,3929,Adult,Female,Dream South,Dream,2020-10-25,Healthy,PAPRI2020,Yes,2020-10-12
,Gentoo,45.84,16.37,204.6,4388,Adult,Female,Biscoe West,Biscoe,2021-04-30,Healthy,PAPRI2021,Yes,2021-04-24
CHN-0226,Chinstrap,53.35,18.69,198.7,3139,Adult,Male,Cormorant East,Cormorant,2024-08-07,Underweight,PAPRI2024,Yes,2024-07-27
,Adelie,36.3,16.96,190.9,3784,Adult,,Dream South,Dream,2023-12-30,Healthy,PAPRI2023,Yes,2023-12-25
ADE-0224,Adelie,38.2,18.5,191.3,3534,Juvenile,,Dream South,Dream,2023-08-30,Healthy,PAPRI2023,Yes,2023-08-17
GEN-0227,Gentoo,45.49,14.53,211.7,3231,Juvenile,,Torgersen North,Torgersen,2021-06-17,Underweight,PAPRI2021,Yes,2021-06-05
GEN-0228,Gentoo,49.63,18.54,221.8,4428,Adult,Female,Cormorant East,Cormorant,2024-01-10,Healthy,PAPRI2024,Yes,2024-01-05
,Gentoo,46.98,13.17,211.1,4668,Adult,,Torgersen North,Torgersen,2020-08-10,Healthy,PAPRI2020,Yes,2020-08-01
GEN-0229,Gentoo,50.65,15.39,212.6,4943,Adult,,Cormorant East,Cormorant,2021-12-09,Healthy,PAPRI2021,Yes,2021-12-03
